00
440|V58
250.01|599
560|250
250.8|401
780|368
496|276
272|401
996|410
997|401
276|787
599|997
599|401
427|453
428|584
682|295
401|433
401|V58
473|250
280|205
427|403
707|402
349|112
250.02|682
250|V15
401|412
756|401
682|250.02
285|250.6
250|387
723|518
250.01|681
682|443
486|785
250.82|276
197|199
250|285
250.01|295
276|530
280|250
411|794
493|278
427|174
428|515
592|250
428|V45
707|250.6
486|427
599|41
250.02|424
284|401
414|412
200|250.01
293|596
783|250
112|620
998|444
285|496
280|401
425|599
780|250.6
285|284
404|428
412|250
718|715
486|276
997|411
493|401
250.03|427
403|250
340|250
780|296
285|532
198|197
285|618
746|414
790|401
285|599
342|250
428|787
616|701
599|596
518|585
786|401
250.01|496
427|398
780|707
276|250.5
437|923
280|434
707|440
496|413
428|999
491|799
492|812
428|428
250|781
682|?
250.42|585
197|496
197|512
V42|250.02
411|996
38|486
285|401
401|250.01
250.92|780
V85|402
491|V42
304|722
714|250
413|250.92
591|401
496|486
250.7|443
401|276
288|333
424|715
285|718
250|296
585|584
493|202
250.7|707
291|276
496|424
250.01|656
427|492
781|784
357|401
276|785
648|250.03
599|V42
427|425
507|707
575|997
276|493
410|707
724|401
682|401
342|351
162|196
710|517
530|530
272|331
276|357
250|V12
790|682
444|442
276|780
486|8
250.82|707
276|573
599|486
486|250
786|786
38|403
V85|414
496|443
518|558
401|?
280|562
291|291
276|427
785|681
786|789
789|572
403|250.7
427|285
V58|V45
E939|496
211|455
520|623
428|786
V45|250
276|552
648|250.02
250.02|276
424|424
250.01|V45
496|289
730|790
511|425
250.02|496
401|496
284|E933
453|403
427|486
427|491
707|789
682|584
433|276
294|348
285|V54
410|427
785|V12
250|553
682|135
112|V65
562|682
789|414
491|300
584|599
584|518
813|E885
285|V58
518|599
780|414
288|574
535|723
172|571
250.02|780
682|272
432|426
496|428
250|327
707|250
411|250.6
42|E878
496|518
197|425
998|905
493|280
286|453
411|V45
427|707
780|599
250.02|427
250|276
428|423
250.92|?
412|414
401|427
276|?
731|730
496|250.8
518|428
572|456
?|250
296|300
403|493
293|558
198|198
305|882
591|427
402|250.6
70|789
682|574
924|923
?|530
250.13|427
198|162
780|298
305|493
560|789
707|999
411|424
309|301
414|250.6
396|724
729|459
496|402
723|401
584|577
276|536
519|250
997|486
135|425
789|E934
250.01|718
429|250
357|682
491|518
428|250.4
518|785
162|496
428|710
585|294
250.02|V45
V15|250
518|427
682|686
276|70
V44|250
196|414
250.41|403
428|272
584|250
997|496
342|427
287|287
303|780
410|428
201|571
427|286
466|416
995|590
196|250
428|395
599|586
491|401
345|401
567|305
250.11|276
590|112
788|250.01
599|995
250.01|305
309|305
287|250
496|784
425|424
250.81|286
338|401
E888|250
250.02|312
250.03|401
599|413
567|446
574|V62
250.4|583
305|301
428|518
250|530
V45|V45
496|531
491|530
250|V27
707|785
584|250.6
287|250.4
V10|V10
564|272
518|496
427|799
286|294
496|441
590|591
41|250
250.02|272
518|507
250.6|411
507|250.82
427|437
250.12|276
V45|401
250.01|285
358|305
585|998
496|682
396|401
285|486
599|135
997|414
491|287
995|276
599|435
486|518
427|566
416|414
599|424
496|727
428|V10
459|780
585|155
459|707
276|250.1
293|682
599|491
746|411
682|250.6
287|428
250|205
410|250
997|788
403|996
648|250.91
788|276
785|707
491|414
707|250.01
726|250
276|583
411|427
574|428
578|599
438|799
403|250.4
428|424
535|250
574|799
403|285
285|530
425|250.92
250|412
511|532
155|286
707|198
730|250.03
780|424
410|401
250.82|397
584|401
294|250
808|496
413|V45
426|424
784|414
491|250.02
428|244
250.03|289
70|303
276|466
276|724
242|401
788|492
396|427
591|V10
342|780
486|584
790|294
459|250
682|427
70|490
996|V12
413|414
337|403
250.8|731
780|305
250.82|403
250.32|707
496|401
8|424
515|V10
531|250.02
648|659
595|250
223|486
569|211
414|411
593|332
805|427
427|426
348|518
250|721
E932|435
198|V10
997|584
274|427
518|492
414|250.02
424|491
427|402
428|564
535|250.02
284|250
424|V45
860|861
429|276
309|250
788|250.02
599|426
250.02|280
591|183
280|427
250.8|?
276|338
577|276
276|285
730|443
287|411
276|E931
E880|250
428|305
934|414
453|285
444|401
425|493
493|414
426|426
785|682
401|274
998|250
440|208
427|719
599|414
425|426
996|599
416|397
250.6|401
401|465
403|70
584|428
V18|789
566|250.82
411|780
312|250
135|599
285|414
250.01|414
E888|414
599|787
585|238
276|282
E849|402
424|162
428|242
780|250.02
293|600
295|535
428|8
995|38
285|998
V57|V43
424|331
443|300
496|V45
785|786
518|250
577|574
599|250.02
428|V15
414|423
295|428
38|482
413|278
285|425
135|515
425|780
722|401
276|295
682|276
428|780
591|788
723|784
486|599
518|425
682|707
491|276
436|710
456|285
584|591
441|492
427|294
787|729
403|427
786|250
276|438
250|34
70|282
860|585
433|V12
584|486
401|305
486|428
995|584
710|515
250.01|8
535|401
342|784
425|491
424|560
571|599
681|V58
786|414
276|571
250.02|571
491|427
250.01|997
278|250.6
491|585
486|780
518|276
427|303
250.03|571
402|477
786|785
280|789
784|250
196|455
585|599
250|V45
486|493
244|401
428|486
312|317
569|455
425|486
425|250
415|250
424|585
255|250.4
584|511
250.03|250.83
396|397
814|285
486|511
280|535
599|516
276|490
250.41|250.51
272|414
250.01|787
404|276
250.01|518
723|719
682|41
359|V46
311|250
625|250
783|742
715|285
413|250.01
250.6|337
515|276
998|790
403|599
41|250.1
276|286
276|197
290|437
514|401
250.02|110
424|428
250.03|272
331|343
305|250
276|535
591|593
780|496
250.6|722
211|535
496|V12
584|458
288|205
278|250
250.01|V58
285|564
252|250
527|402
276|V15
486|707
250.02|593
428|E885
801|496
590|414
790|491
202|276
411|250.92
305|518
428|410
295|496
426|428
294|401
682|680
722|722
250|593
250.02|535
427|162
8|272
567|496
276|250.82
707|585
250|478
581|414
305|200
252|227
482|518
576|197
250.6|250.52
596|584
420|414
434|303
250.53|659
435|511
401|360
458|250
348|401
250.13|785
250.02|799
648|250.01
250.01|V42
276|345
726|401
515|996
453|872
791|682
276|368
250|331
569|562
729|401
995|586
263|491
808|805
V42|401
282|V10
250.03|199
518|403
427|53
V85|496
250.02|491
794|288
428|922
427|433
358|244
486|569
386|250
300|278
V85|250
998|785
599|585
599|E885
426|427
719|719
154|V58
997|403
491|726
250.02|287
712|250
156|197
585|V42
434|427
293|E900
188|199
794|794
404|585
530|787
E878|276
276|135
280|276
278|272
599|342
711|274
496|138
599|492
424|593
250.82|710
196|V10
295|250
157|198
250|413
998|427
E849|428
276|410
250.01|276
276|425
568|250
789|163
788|560
707|466
292|250
276|294
491|112
438|733
427|112
575|401
491|584
799|736
892|250
424|511
997|599
428|415
250.02|466
998|780
250.01|424
E885|250
280|578
428|721
491|V45
780|786
599|493
250.01|244
785|162
277|250.6
250.03|403
511|280
707|443
276|458
295|V15
413|424
496|V46
427|?
518|518
585|428
V58|250.53
276|263
E829|401
425|276
785|401
E888|802
518|511
250.22|286
250.02|256
648|V27
E812|401
398|427
428|250.52
V85|278
305|275
584|276
413|427
310|250
584|202
250.02|574
E939|276
599|305
998|682
486|458
567|491
424|250.8
585|250.51
53|250
799|785
486|259
E915|438
V58|401
287|276
285|747
558|?
E870|250.01
263|599
250|365
721|250
427|584
250.8|V10
285|707
276|403
285|784
493|250.02
425|V15
357|599
496|38
396|599
250.01|301
414|416
295|305
585|496
362|402
250.82|250.6
571|250
41|787
357|300
263|250.81
680|41
511|250
682|786
726|719
724|724
423|272
427|287
276|714
511|491
250.02|414
285|427
733|424
162|272
276|199
287|459
424|521
V85|428
41|250.02
996|585
426|285
518|250.02
486|590
787|780
276|682
425|38
403|?
781|584
584|492
427|413
202|250.02
250.01|719
303|342
440|428
707|428
562|531
578|250
424|403
799|567
486|162
309|331
E888|283
250.33|584
196|427
682|112
440|682
496|786
424|402
305|272
295|E956
799|493
250.02|346
907|780
444|414
250|473
285|250.01
427|305
724|250
780|585
707|261
590|250.02
205|250
V86|780
540|996
496|?
428|493
568|285
558|250.01
410|425
397|411
416|250.02
784|401
401|311
707|780
585|250.4
199|250
652|656
250.02|696
780|535
E885|E849
536|789
275|496
401|784
411|285
338|250
576|250
250.02|519
276|492
V85|791
585|276
584|785
707|250.41
287|780
70|577
357|574
427|V12
440|250.92
998|112
250.02|560
486|491
707|571
275|788
585|440
682|728
401|530
301|250
70|786
411|287
276|415
295|401
496|404
486|396
410|440
560|567
174|511
414|425
707|681
715|401
564|535
42|286
304|305
425|999
V15|?
250.01|722
552|496
198|250
401|790
585|780
V63|428
599|789
730|250.6
411|V15
562|401
920|E812
729|E936
322|250
425|414
276|E885
250.5|250.6
710|250.02
577|577
682|428
682|70
432|250.02
442|786
437|780
70|906
415|276
8|196
707|250.02
560|250.02
440|403
250.02|?
799|401
707|794
427|458
403|250.01
208|496
250|461
309|303
38|599
693|E930
250.02|V15
807|401
511|997
287|682
518|348
301|280
428|396
410|780
717|726
794|272
997|250
530|426
486|515
682|414
411|440
E888|E849
403|571
427|250.92
496|162
707|403
250.01|278
41|707
536|553
447|401
250.12|278
402|581
276|250.92
780|781
276|784
250|427
780|785
425|799
518|780
730|E930
785|599
41|41
496|272
413|496
458|V08
276|799
280|?
342|599
197|285
790|496
486|112
250.01|204
707|730
300|V45
244|250
305|311
799|781
790|794
571|286
345|276
496|562
42|511
428|287
996|401
799|250.8
250|311
396|416
V10|429
41|250.9
V43|285
428|202
427|515
682|V45
401|V16
584|493
491|280
305|305
428|250.6
401|717
300|530
466|414
512|998
415|250.03
427|562
411|250.52
V45|427
996|453
443|V45
530|553
440|250.7
280|E880
414|296
701|478
703|285
733|486
372|?
496|396
411|250.41
780|285
569|276
E944|458
E932|401
295|276
707|263
250|724
707|138
276|250.6
201|584
402|250
250.01|296
348|780
492|473
427|E878
646|250.02
261|576
493|428
707|294
348|162
438|401
481|995
250.01|?
998|580
250.02|608
515|714
205|287
427|250.01
440|V45
721|401
276|349
293|250
250.02|V58
250.03|307
507|560
750|414
250.6|493
433|433
648|250
424|441
428|250.8
153|276
426|496
337|427
496|593
348|403
572|571
250.02|997
40|403
198|196
785|250.82
250.02|722
250.02|558
250.8|295
790|790
403|780
276|786
518|V42
569|250
V63|785
599|584
305|402
998|997
722|599
403|288
340|599
491|416
438|250
414|427
799|250
997|410
250.02|789
599|112
V54|922
701|278
296|437
782|285
780|726
138|414
780|966
282|250
989|250
807|E888
786|41
496|924
250.51|250.6
730|41
250|389
998|428
493|E849
357|V58
590|403
578|287
276|792
414|250.01
596|496
591|250
599|434
824|250
401|250.4
250|386
276|997
568|311
492|780
E965|E849
242|426
411|796
510|38
496|403
70|787
250.02|493
584|41
710|599
V58|V13
581|403
280|440
996|428
493|250.6
285|511
357|276
250.02|794
425|250.6
435|272
411|402
403|578
428|250.92
276|112
786|250.4
920|401
584|535
574|414
250.52|362
995|434
287|342
780|428
455|211
38|250.01
454|250
574|997
518|708
787|784
162|276
250.82|250.42
567|404
780|458
728|275
425|153
250|722
780|347
344|707
792|250
733|733
250.6|250.51
410|584
427|E942
401|787
250.03|414
428|444
276|424
305|276
491|786
785|711
250|605
250.01|491
38|427
496|410
599|785
414|309
291|296
428|250.51
530|250
70|724
784|787
721|722
558|250
453|V58
250.6|305
425|250.02
333|401
518|401
357|369
290|682
112|491
493|112
716|250
38|584
453|707
426|401
276|515
294|276
150|197
788|250.6
V45|585
786|438
349|585
425|458
438|427
250|275
599|V43
276|789
389|250
70|250
253|786
998|250.02
682|995
491|719
427|786
560|196
428|458
250.03|787
788|599
564|250
287|590
585|996
250.02|303
287|401
250|457
998|413
296|290
411|288
E936|E935
284|572
305|42
403|511
287|783
303|571
411|250.02
253|496
787|250
112|263
218|250
276|305
496|530
250.02|998
342|781
648|250.83
402|997
571|584
461|401
413|998
496|584
440|414
496|41
512|401
599|428
784|729
435|780
38|999
250.13|403
V10|250
486|V85
250.92|600
491|250
486|575
584|295
280|570
711|250
592|591
496|287
162|535
250|648
790|585
572|584
427|250.8
682|403
584|112
428|446
185|285
438|410
821|496
716|414
553|244
287|303
786|285
780|E947
303|496
294|991
789|250.02
V45|305
V45|412
8|275
285|403
574|V64
433|599
276|303
162|799
250.81|491
428|E884
250.42|414
860|807
275|276
496|295
250.92|300
414|250.4
433|401
138|427
135|401
311|530
42|486
250.03|41
250.02|785
263|437
413|250.6
808|807
493|786
250.01|654
V58|276
595|599
786|250.02
198|174
428|250.12
486|250.81
411|511
414|250.8
562|496
250.01|411
401|V85
250|185
250.02|288
491|250.01
427|780
411|535
280|553
424|287
250|438
E878|E888
723|788
V42|276
584|453
250.42|728
79|250
357|730
414|786
301|278
428|255
722|996
250.01|537
518|873
276|465
276|E935
682|682
599|433
403|414
486|424
E885|401
250|716
558|250.6
996|413
276|788
530|280
303|291
599|621
789|8
553|530
428|442
785|278
250|518
276|250.8
401|786
414|V58
998|41
585|707
729|274
7|7
343|250
250.03|646
534|567
786|V62
8|276
396|250.8
342|437
438|438
415|250.02
496|412
276|41
V54|250
486|197
493|294
443|250
789|530
599|348
996|305
276|250.41
253|250
366|780
794|564
507|428
496|349
805|250.01
250.1|401
453|286
403|250.6
285|276
312|462
250.6|995
496|578
401|278
536|272
799|285
599|E879
585|518
574|285
305|300
492|414
250.01|300
428|578
599|681
250.41|411
453|203
285|681
403|453
79|790
427|250.6
244|276
585|423
584|707
788|250.03
250.02|584
V17|250
599|558
296|250
780|727
411|V42
296|311
799|198
348|907
154|197
592|41
276|681
780|V45
285|428
250.13|252
250.01|E888
789|787
250.42|250.52
287|458
591|250.4
659|250
608|959
584|280
198|172
250.6|707
E881|305
585|721
410|413
599|153
515|496
428|905
427|682
435|401
427|79
805|253
372|272
568|401
998|584
707|250.8
424|785
440|496
648|656
486|250.82
780|244
250.92|585
590|276
577|414
250.82|401
585|531
250.92|V65
204|197
682|293
E947|E849
435|414
276|250.01
285|560
250.4|404
790|786
342|401
250.6|424
410|518
E812|250
577|535
303|263
556|553
244|493
584|426
518|583
496|799
435|493
250.6|244
569|792
386|402
276|728
322|288
41|403
535|787
250.83|707
250.23|276
250.82|585
444|428
276|707
250.92|V45
879|E888
782|250
723|276
579|V18
403|533
250|786
574|291
820|276
584|403
250.01|277
404|584
518|V46
599|996
493|564
511|496
198|733
707|250.7
357|250.4
41|780
426|362
715|782
585|414
518|8
496|250.6
599|733
E878|250
574|250.02
276|V54
577|401
996|V42
493|593
788|567
70|571
438|276
710|428
491|733
434|342
585|413
577|786
427|585
433|427
428|576
304|724
112|V58
V64|401
823|250
882|401
738|737
295|780
490|250
998|280
682|250.92
585|411
276|595
553|401
250.01|E879
737|715
276|250.22
785|180
451|250
535|403
196|496
348|V42
869|599
996|507
196|250.02
599|303
599|518
250.01|707
724|338
117|198
518|250.7
E885|286
496|303
493|579
V62|297
427|396
571|276
272|244
519|272
250.51|401
424|780
250.6|733
707|599
453|204
250.4|581
491|250.6
434|424
202|599
424|799
428|285
995|250.82
304|304
250.81|276
276|411
424|250.03
303|276
157|197
599|403
304|519
427|593
788|401
11|420
305|428
584|491
496|599
309|309
296|786
197|530
427|272
710|780
496|707
277|401
599|250.8
156|707
710|276
584|601
V62|272
572|789
276|782
733|425
303|250
826|E880
567|V15
38|286
42|591
396|410
805|722
518|424
70|280
745|250
560|250.01
575|576
411|412
250|410
285|596
622|305
E935|250.02
785|428
112|428
967|E950
332|401
780|342
995|566
348|202
998|198
414|433
250.01|660
300|300
433|424
38|998
280|305
427|443
599|292
511|403
179|250
413|274
413|599
410|785
250|733
780|277
790|490
413|276
493|V43
276|333
491|486
250|342
428|682
376|360
250|573
250.02|600
496|998
250.03|276
584|578
427|386
433|414
V58|414
493|959
707|731
789|250.92
250.8|536
805|250
413|997
V42|250.4
403|584
577|303
780|790
784|E888
250.01|426
789|783
599|411
564|V85
788|756
285|357
682|396
410|444
621|627
719|729
599|782
294|780
414|443
414|438
291|303
707|414
446|599
577|576
411|997
276|292
473|473
112|276
250|562
250.01|535
204|356
304|303
402|396
E888|719
295|303
733|428
560|250.5
569|41
38|250
E878|428
427|342
710|402
112|786
280|618
490|401
403|V12
496|747
V58|250
70|305
574|340
345|438
305|296
304|536
337|401
435|250
263|276
493|425
218|218
413|729
290|331
250.01|53
V54|V43
293|401
218|617
294|311
486|250.03
250|280
496|V10
244|414
402|412
730|250.81
724|719
401|458
401|428
577|250.02
599|244
411|284
E878|493
493|276
536|276
250.8|403
786|424
276|255
303|305
486|593
493|250.11
304|V15
619|250
573|174
530|272
427|V58
211|280
205|250.02
E879|250
458|414
780|250.8
368|729
414|402
719|V43
799|486
425|E888
511|V15
493|162
486|403
453|358
250.01|443
8|969
411|250.8
486|425
788|783
410|599
584|788
507|427
395|414
413|250.42
682|998
162|491
327|414
682|410
564|780
298|401
41|E878
156|599
786|250.01
70|309
244|272
441|250
286|719
250.41|70
458|458
428|250.03
481|585
427|E888
577|496
278|244
608|493
296|301
569|558
585|424
410|511
E942|280
799|V54
788|E888
250|715
492|250.93
733|564
998|403
807|805
707|459
E944|250
815|?
284|205
802|E849
238|287
492|183
584|536
250.01|648
891|?
275|303
530|729
185|197
571|401
250.92|428
722|414
278|401
473|780
780|295
567|272
401|555
574|425
250.51|244
272|274
305|362
453|440
599|V45
552|401
V62|250
424|397
250.02|518
401|331
578|250.6
411|425
250.6|788
603|428
250.22|41
997|E888
556|518
250.12|401
585|786
V42|426
496|610
255|562
780|427
425|413
402|276
250|787
427|728
567|518
425|135
250.52|496
238|250
276|250.42
153|198
781|437
431|599
272|530
515|250
8|427
574|518
431|162
276|362
424|296
574|280
196|401
401|V12
575|250.8
710|414
599|V58
565|250
250.02|412
250.13|?
198|192
272|573
V42|V42
411|493
403|368
414|E879
710|294
496|411
197|789
562|562
780|331
242|599
295|787
780|278
789|453
427|V42
397|250
280|496
V43|414
515|332
291|250.92
311|305
250.02|41
787|305
799|415
490|593
252|593
250.01|41
780|459
41|V09
784|781
250.82|287
250.12|599
284|584
996|334
250.41|428
427|278
996|447
438|413
788|218
595|401
574|401
427|996
298|295
821|E812
285|715
250.02|577
569|564
496|458
466|250
584|203
577|250
202|585
280|997
707|788
553|789
592|276
812|401
V12|401
250.01|412
619|616
997|444
250.8|355
38|389
518|197
E944|780
41|414
V10|788
70|413
625|401
434|378
V08|401
357|414
710|496
788|787
808|E888
401|345
996|711
250.01|425
785|584
280|424
394|427
285|250.02
531|263
250|496
482|117
280|250.02
852|276
486|250.8
599|294
821|821
411|280
413|491
293|250.02
785|996
41|530
250.01|556
276|600
516|250.01
494|250
599|599
255|250
V10|412
282|412
337|414
599|272
599|515
998|8
584|250.02
287|493
403|272
276|486
416|426
414|V46
285|244
V42|V44
440|681
250.6|250.43
425|V45
496|416
250.02|786
162|263
250|466
196|453
861|850
788|788
250.41|250.6
599|162
250.53|362
250.6|250.53
378|272
41|250.6
493|V10
162|427
250.8|426
781|276
V49|707
792|780
428|727
V43|V45
289|250
996|E879
611|174
412|V45
536|337
250.82|682
805|850
599|285
512|250
250.6|276
296|278
197|403
272|728
E885|840
790|707
413|272
682|V85
414|365
428|466
276|211
285|?
411|486
496|305
851|585
250.92|413
276|996
493|135
276|453
287|821
276|250.23
682|261
585|785
590|564
157|401
585|682
428|378
594|250
401|413
428|494
585|250
466|780
444|250.8
780|441
585|401
493|584
790|572
707|507
518|304
536|V45
276|564
496|511
728|250
250.02|278
250.42|583
414|274
491|403
585|788
250.02|995
799|424
401|715
250.01|530
250|403
250.6|250.5
738|250
511|401
428|996
458|305
305|?
725|401
340|710
250.92|948
285|996
401|250.5
491|285
8|V12
427|412
788|585
331|294
296|244
272|477
785|414
V10|244
162|428
303|296
425|788
427|576
250.01|653
738|722
682|250.81
276|344
403|581
781|401
403|425
852|E888
401|343
250.13|285
403|412
599|790
295|530
424|135
250.01|790
V58|V10
437|290
585|562
682|736
250.01|781
276|287
530|276
680|414
496|E932
707|V54
443|250.8
288|250
711|427
786|272
522|274
8|996
486|305
536|530
250.01|593
997|997
787|401
276|153
996|112
707|424
428|342
426|272
250.92|401
250.02|969
493|331
285|E816
790|41
38|707
293|403
785|444
707|790
996|427
136|V43
365|361
599|575
578|427
599|998
428|198
309|414
202|728
682|V42
250.02|305
348|276
457|250.01
562|250
250.92|211
995|428
8|401
296|530
722|724
70|518
507|486
433|426
585|397
492|401
436|342
415|496
202|401
535|276
403|250.1
424|595
786|428
250.01|617
780|272
411|276
413|250.02
435|V58
593|401
724|496
584|396
584|250.51
276|519
285|398
411|403
511|807
648|670
496|331
162|486
427|280
997|787
577|280
518|568
204|486
292|428
496|308
276|708
733|716
428|514
605|?
197|276
403|250.42
516|112
425|70
280|788
435|427
780|998
E888|403
434|780
250.42|424
415|558
648|642
729|276
560|411
591|250.6
722|789
276|162
V64|250
837|250
492|427
250.82|568
599|331
958|250.6
429|729
415|453
250|693
V45|403
427|8
250.01|786
284|578
285|112
496|574
573|250
250.02|556
403|440
723|V15
424|599
599|396
511|428
E950|250
785|731
250|783
511|682
296|971
481|427
535|285
427|560
307|250
411|492
V10|311
558|V15
571|535
618|618
300|V43
250.8|53
998|518
780|250.01
250.02|342
428|782
578|242
414|280
410|414
424|496
250.41|581
599|E878
428|327
585|198
386|401
V85|250.02
788|596
813|873
424|273
250.02|530
574|250.6
255|244
V58|305
592|296
250|426
530|285
280|412
414|429
429|425
135|715
151|197
571|789
250.01|585
500|600
458|401
599|255
425|593
255|287
130|780
585|427
428|293
790|276
403|486
785|429
414|745
276|296
V49|250.8
518|340
250.03|648
250.01|434
E888|396
250.6|250.83
780|511
250.01|311
780|162
575|573
424|530
276|V44
427|600
415|157
287|515
41|276
578|788
414|715
427|292
V42|403
403|342
518|997
276|311
540|518
189|196
681|882
780|41
530|250.6
599|438
560|197
E884|E849
518|584
280|218
378|374
511|300
577|250.53
599|337
276|38
244|250.6
250|714
276|384
558|327
596|41
203|250
484|515
496|996
112|E942
593|427
413|780
250.02|E905
920|E888
403|250.41
311|290
682|730
276|244
438|331
38|574
284|428
345|277
511|198
515|492
427|998
868|94
463|401
496|429
276|275
453|197
414|530
117|112
42|428
E854|414
298|294
996|250
785|425
491|515
250.8|345
584|V58
294|250.6
428|511
491|425
427|924
250.92|41
280|626
401|366
424|416
460|785
599|724
496|273
571|518
401|250.02
584|414
790|250
250.02|482
427|438
595|403
276|790
715|V43
250|295
250.03|655
285|584
263|923
511|196
401|714
428|290
V45|428
211|250
150|198
998|250.41
410|996
707|38
288|276
493|465
112|305
428|319
293|280
560|211
591|562
284|556
E868|250
572|276
808|821
965|?
596|788
401|438
211|530
244|427
401|443
292|780
486|401
781|250
444|444
428|253
453|250.01
486|280
730|403
780|303
571|284
192|401
427|348
434|250
426|403
536|41
288|E947
496|250.02
425|581
784|244
438|250.02
995|511
787|?
789|287
285|278
584|331
729|438
451|250.43
486|196
599|E880
733|250
276|533
250.02|543
435|438
285|726
250.03|724
34|?
V58|440
41|250.01
496|301
577|789
923|719
8|250.7
599|278
788|625
682|E879
411|278
203|276
599|710
301|496
593|780
250.22|577
593|285
599|625
413|285
250.51|250.81
518|285
276|298
196|493
710|401
599|203
V42|250.51
250.82|799
424|786
718|250
276|253
511|424
836|250
403|E849
173|250
998|496
996|276
112|70
599|682
250.9|649
112|250.01
413|573
250.02|620
564|564
250.41|401
997|E849
555|578
285|456
496|461
304|492
569|458
585|242
507|V62
516|V66
785|730
276|557
569|785
275|712
276|402
783|285
250|357
276|E947
276|154
197|427
427|518
425|337
332|250
250.02|996
584|996
410|997
440|250
997|553
428|435
805|250.92
428|164
490|427
427|794
455|562
331|250
403|451
250.41|785
E888|780
E927|E849
250.92|E931
600|V45
250.03|581
491|426
196|198
733|578
295|357
785|8
250.8|278
250.02|642
396|398
414|396
401|V10
731|250.6
162|401
403|287
786|493
41|401
250.01|70
94|401
620|575
284|70
530|427
V45|V12
250.6|558
560|290
433|250.7
38|731
250.01|309
287|599
274|V18
591|592
599|578
V63|585
277|250
515|518
996|V43
250.7|998
511|250.02
V58|250.01
414|788
599|564
250.5|362
135|285
284|432
285|785
444|403
303|304
